response.keys,response.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.clicked_name,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,practiceTrials.order,isi,xPos,corrAns,participant,session,date,expName,psychopyVersion,frameRate,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,mainTrials.ran,mainTrials.order
,0,0.364814843,-0.040740755,1,0,0,targImage,1,0,8,3,1,7,1,0.375,n,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,,,,,,
,0,-0.112036981,-0.050925954,1,0,0,targImage,1,0,8,1,1,7,1,-0.125,v,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,,,,,,
,0,0.35648151,-0.013888889,1,0,0,targImage,1,0,8,7,1,7,1,0.375,n,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,,,,,,
,0,-0.329629601,-0.061111111,1,0,0,targImage,1,0,8,0,1,7,1,-0.375,c,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,,,,,,
,0,0.153703732,-0.033333333,1,0,0,targImage,1,0,8,6,1,7,1,0.125,b,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,,,,,,
,0,0.139814843,-0.037962977,1,0,0,targImage,1,0,8,2,1,7,1,0.125,b,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,,,,,,
,0,-0.165740712,-0.039814843,1,0,0,targImage,1,0,8,5,1,7,1,-0.125,v,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,,,,,,
,0,-0.335185157,-0.034259288,1,0,0,targImage,1,0,8,4,1,7,1,-0.375,c,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,,,,,,
,0,0.378703732,-0.03148151,1,0,0,targImage,,,,,,,2.9998,0.375,n,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,39,1,39
,0,-0.321296268,-0.064814843,1,0,0,targImage,,,,,,,1,-0.375,c,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,0,1,39
,0,0.40648151,-0.023148176,1,0,0,targImage,,,,,,,1.4444,0.375,n,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,11,1,39
,0,-0.342592578,-0.061111111,1,0,0,targImage,,,,,,,1.4444,-0.375,c,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,8,1,39
,0,0.163888889,0.007407379,1,0,0,targImage,,,,,,,2.9998,0.125,b,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,38,1,39
,0,-0.107407379,-0.028703732,1,0,0,targImage,,,,,,,1.6666,-0.125,v,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,13,1,39
,0,0.340740797,-0.002777778,1,0,0,targImage,,,,,,,1,0.375,n,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,3,1,39
,0,0.352777778,0.005555556,1,0,0,targImage,,,,,,,2.5554,0.375,n,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,31,1,39
,0,0.116666667,-0.02129631,1,0,0,targImage,,,,,,,1.6666,0.125,b,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,14,1,39
,0,0.372222222,-0.00648151,1,0,0,targImage,,,,,,,2.111,0.375,n,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,23,1,39
,0,-0.119444444,-0.052777778,1,0,0,targImage,,,,,,,2.7776,-0.125,v,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,33,1,39
,0,-0.137036981,-0.083333333,1,0,0,targImage,,,,,,,1,-0.125,v,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,1,1,39
,0,-0.112962935,-0.063888889,1,0,0,targImage,,,,,,,2.111,-0.125,v,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,21,1,39
,0,-0.067592536,-0.030555556,1,0,0,targImage,,,,,,,1.8888,-0.125,v,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,17,1,39
,0,-0.112962935,-0.061111111,1,0,0,targImage,,,,,,,2.5554,-0.125,v,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,29,1,39
,0,-0.116666667,-0.059259288,1,0,0,targImage,,,,,,,1.2222,-0.125,v,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,5,1,39
,0,-0.292592578,-0.097222222,1,0,0,targImage,,,,,,,2.7776,-0.375,c,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,32,1,39
,0,0.375925954,-0.003703732,1,0,0,targImage,,,,,,,1.6666,0.375,n,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,15,1,39
,0,0.410185242,-0.011111111,1,0,0,targImage,,,,,,,2.3332,0.375,n,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,27,1,39
,0,-0.102777778,-0.026851866,1,0,0,targImage,,,,,,,1.4444,-0.125,v,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,9,1,39
,0,0.179629686,-0.007407422,1,0,0,targImage,,,,,,,2.7776,0.125,b,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,34,1,39
,0,0.143518575,0.011111111,1,0,0,targImage,,,,,,,1.2222,0.125,b,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,6,1,39
,0,0.119444444,-0.025,1,0,0,targImage,,,,,,,2.5554,0.125,b,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,30,1,39
,0,-0.298148134,-0.084259288,1,0,0,targImage,,,,,,,2.3332,-0.375,c,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,24,1,39
,0,0.134259288,0.011111111,1,0,0,targImage,,,,,,,1.8888,0.125,b,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,18,1,39
,0,0.108333333,-0.014814843,1,0,0,targImage,,,,,,,1.4444,0.125,b,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,10,1,39
,0,-0.292592578,-0.064814843,1,0,0,targImage,,,,,,,1.6666,-0.375,c,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,12,1,39
,0,0.171296353,0.010185157,1,0,0,targImage,,,,,,,2.111,0.125,b,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,22,1,39
,0,-0.330555556,-0.048148176,1,0,0,targImage,,,,,,,1.8888,-0.375,c,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,16,1,39
,0,-0.31851849,-0.067592621,1,0,0,targImage,,,,,,,2.5554,-0.375,c,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,28,1,39
,0,0.358333333,0.012962935,1,0,0,targImage,,,,,,,2.7776,0.375,n,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,35,1,39
,0,-0.175,-0.036111111,1,0,0,targImage,,,,,,,2.9998,-0.125,v,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,37,1,39
,0,0.395370399,0.006481467,1,0,0,targImage,,,,,,,1.2222,0.375,n,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,7,1,39
,0,0.141666667,0.024074046,1,0,0,targImage,,,,,,,1,0.125,b,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,2,1,39
,0,-0.340740712,-0.079629644,1,0,0,targImage,,,,,,,1.2222,-0.375,c,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,4,1,39
,0,0.382407464,0.012962935,1,0,0,targImage,,,,,,,1.8888,0.375,n,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,19,1,39
,0,-0.124074046,-0.025,1,0,0,targImage,,,,,,,2.3332,-0.125,v,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,25,1,39
,0,-0.279629601,-0.05648151,1,0,0,targImage,,,,,,,2.111,-0.375,c,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,20,1,39
,0,0.155555556,0.038888889,1,0,0,targImage,,,,,,,2.3332,0.125,b,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,26,1,39
,0,-0.306481467,-0.062037065,1,0,0,targImage,,,,,,,2.9998,-0.375,c,kns,001,2022-01-20_12h51.08.671,choiceRTT,3.1.3,60,1,0,40,36,1,39
