response.keys,response.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.clicked_name,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,practiceTrials.order,isi,xPos,corrAns,participant,session,date,expName,psychopyVersion,frameRate,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,mainTrials.ran,mainTrials.order
,0,0.088888903,-0.005555563,1,0,0,targImage,1,0,8,2,1,7,1,0.125,b,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,,,,,,
,0,0.283333351,-0.007407415,1,0,0,targImage,1,0,8,7,1,7,1,0.375,n,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,,,,,,
,0,-0.448148113,-0.007407415,1,0,0,targImage,1,0,8,0,1,7,1,-0.375,c,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,,,,,,
,0,-0.330555547,0.027777771,1,0,0,targImage,1,0,8,4,1,7,1,-0.375,c,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,,,,,,
,0,0.068518533,0.053703697,1,0,0,targImage,1,0,8,6,1,7,1,0.125,b,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,,,,,,
,0,0.303703721,0.042592586,1,0,0,targImage,1,0,8,3,1,7,1,0.375,n,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,,,,,,
,0,-0.052777765,0.027777771,1,0,0,targImage,1,0,8,5,1,7,1,-0.125,v,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,,,,,,
,0,-0.099074062,0.026851817,1,0,0,targImage,1,0,8,1,1,7,1,-0.125,v,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,,,,,,
,0,0.102777793,-0.000925933,1,0,0,targImage,,,,,,,1,0.125,b,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,2,1,39
,0,-0.359259251,-0.016666674,1,0,0,targImage,,,,,,,1.8888,-0.375,c,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,16,1,39
,0,-0.35277777,-0.003703711,1,0,0,targImage,,,,,,,1.4444,-0.375,c,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,8,1,39
,0,-0.164814748,0.044444438,1,0,0,targImage,,,,,,,1.4444,-0.125,v,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,9,1,39
,0,-0.403703696,0.052777771,1,0,0,targImage,,,,,,,1,-0.375,c,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,0,1,39
,0,-0.093518507,0.059259224,1,0,0,targImage,,,,,,,1,-0.125,v,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,1,1,39
,0,0.078703718,0.028703697,1,0,0,targImage,,,,,,,2.111,0.125,b,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,22,1,39
,0,0.329629648,0.008333326,1,0,0,targImage,,,,,,,2.111,0.375,n,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,23,1,39
,0,-0.087037025,0.073148114,1,0,0,targImage,,,,,,,2.5554,-0.125,v,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,29,1,39
,0,-0.34814814,0.061111105,1,0,0,targImage,,,,,,,2.3332,-0.375,c,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,24,1,39
,0,0.088888903,0.012962956,1,0,0,targImage,,,,,,,1.6666,0.125,b,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,14,1,39
,0,0.377777797,0.013888882,1,0,0,targImage,,,,,,,2.7776,0.375,n,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,35,1,39
,0,0.377777797,0.013888882,1,0,0,targImage,,,,,,,1.6666,0.375,n,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,15,1,39
,0,0.14444446,0.001851844,1,0,0,targImage,,,,,,,1.2222,0.125,b,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,6,1,39
,0,-0.399074067,-7.4558E-09,1,0,0,targImage,,,,,,,1.6666,-0.375,c,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,12,1,39
,0,0.448148281,-0.027777786,1,0,0,targImage,,,,,,,2.9998,0.375,n,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,39,1,39
,0,-0.283333324,-0.077777786,1,0,0,targImage,,,,,,,1.2222,-0.375,c,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,4,1,39
,0,-0.153703693,-0.02685186,1,0,0,targImage,,,,,,,1.6666,-0.125,v,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,13,1,39
,0,-0.153703693,-0.02685186,1,0,0,targImage,,,,,,,2.9998,-0.125,v,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,37,1,39
,0,-0.153703693,-0.02685186,1,0,0,targImage,,,,,,,2.3332,-0.125,v,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,25,1,39
,0,0.32685187,0.064814808,1,0,0,targImage,,,,,,,2.5554,0.375,n,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,31,1,39
,0,-0.366666659,0.024999993,1,0,0,targImage,,,,,,,2.111,-0.375,c,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,20,1,39
,0,-0.366666659,0.024999993,1,0,0,targImage,,,,,,,2.9998,-0.375,c,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,36,1,39
,0,0.087037052,0.03703703,1,0,0,targImage,,,,,,,2.3332,0.125,b,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,26,1,39
,0,0.087037052,0.03703703,1,0,0,targImage,,,,,,,1.4444,0.125,b,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,10,1,39
,0,0.453703724,0.057407401,1,0,0,targImage,,,,,,,2.3332,0.375,n,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,27,1,39
,0,-0.060185173,0.023148141,1,0,0,targImage,,,,,,,2.111,-0.125,v,mashaun,001,2022-01-20_12h46.10.413,choiceRTT,3.1.3,60,1,0,40,21,1,39
