keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,-0.2342558,-0.270631068,1,0,0,3.2549,cross_button,1,1.7549,,0,0,0,6,1,1.5,images/target_cross.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,,,,,
,0,0.225798598,-0.238557612,1,0,0,2.6272,plus_button,1,1.3272,,0,1,1,1,1,1.3,images/target_plus.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,,,,,
,0,-0.272288924,-0.242458381,1,0,0,1.9918,cross_button,0,0.8918,,0,2,2,5,1,1.1,images/target_square.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,,,,,
,0,-0.266925275,-0.232923045,1,0,0,2.7227,cross_button,0,1.2227,,0,3,3,4,1,1.5,images/target_plus.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,,,,,
,0,-0.256197976,-0.264563107,1,0,0,2.3773,cross_button,1,1.2773,,0,4,4,0,1,1.1,images/target_cross.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,,,,,
,0,0.000769347,-0.265429969,1,0,0,2.1921,square_button,1,0.8921,,0,5,5,8,1,1.3,images/target_square.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,,,,,
,0,0.238720199,-0.23118932,1,0,0,2.147,plus_button,0,0.847,,0,6,6,3,1,1.3,images/target_cross.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,,,,,
,0,0.233844053,-0.210384924,1,0,0,2.14,plus_button,1,1.04,,0,7,7,7,1,1.1,images/target_plus.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,,,,,
,0,0.012715645,-0.23769075,1,0,0,2.3629,square_button,1,0.8629,,0,8,8,2,1,1.5,images/target_square.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,,,,,
,0,0.295038464,-0.242891849,1,0,0,3.1389,plus_button,1,1.6389,,,,,,,1.5,images/target_plus.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,0.011009031,-0.245492361,1,0,0,0,0,0,4,1
,0,-0.004594303,-0.24895981,1,0,0,2.494,square_button,1,0.994,,,,,,,1.5,images/target_square.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,0,1,1,2,1
,0,-0.224259923,-0.245058967,1,0,0,1.9515,cross_button,1,0.8515,,,,,,,1.1,images/target_cross.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,0,2,2,0,1
,0,-0.001424882,-0.252860653,1,0,0,1.9774,square_button,1,0.6774,,,,,,,1.3,images/target_square.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,0,3,3,8,1
,0,0.043678506,-0.271064536,1,0,0,1.6692,square_button,1,0.5692,,,,,,,1.1,images/target_square.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,0,4,4,5,1
,0,0.223360673,-0.266730225,1,0,0,2.096,plus_button,1,0.796,,,,,,,1.3,images/target_plus.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,0,5,5,1,1
,0,0.241158124,-0.250260066,1,0,0,1.8318,plus_button,1,0.7318,,,,,,,1.1,images/target_plus.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,0,6,6,7,1
,0,-0.279846784,-0.249826672,1,0,0,2.1305,cross_button,1,0.6305,,,,,,,1.5,images/target_cross.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,0,7,7,6,1
,0,-0.227673151,-0.261529126,1,0,0,1.8823,cross_button,1,0.5823,,,,,,,1.3,images/target_cross.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,0,8,8,3,1
,0,0.240914354,-0.283200458,1,0,0,2.2445,plus_button,1,0.9445,,,,,,,1.3,images/target_plus.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,1,0,9,1,1
,0,0.020273486,-0.232056183,1,0,0,2.017,square_button,1,0.717,,,,,,,1.3,images/target_square.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,1,1,10,8,1
,0,-0.004106688,-0.265429969,1,0,0,2.0632,square_button,1,0.5632,,,,,,,1.5,images/target_square.jpg,Hzu,001,2022-05-18_22h40.14.986,choiceRTT,2021.2.3,Linux aarch64,59.75857536,,,,,,,1,2,11,2,1
