response.keys,response.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.clicked_name,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,practiceTrials.order,isi,xPos,corrAns,participant,session,date,expName,psychopyVersion,frameRate,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,mainTrials.ran,mainTrials.order
,0,-0.325751817,-0.045536024,1,0,0,targImage,1,0,8,0,1,7,1,-0.375,c,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,,,,,,
,0,0.031290012,-0.017994486,1,0,0,targImage,1,0,8,6,1,7,1,0.125,b,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,,,,,,
,0,-0.02630934,0.00249254,1,0,0,targImage,1,0,8,5,1,7,1,-0.125,v,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,,,,,,
,0,0.39165134,-0.054038696,1,0,0,targImage,1,0,8,7,1,7,1,0.375,n,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,,,,,,
,0,-0.317424893,-0.037235718,1,0,0,targImage,1,0,8,4,1,7,1,-0.375,c,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,,,,,,
,0,0.042324015,-0.011527303,1,0,0,targImage,1,0,8,2,1,7,1,0.125,b,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,,,,,,
,0,-0.115008884,-0.002605455,1,0,0,targImage,1,0,8,1,1,7,1,-0.125,v,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,,,,,,
,0,0.312255927,-0.036064114,1,0,0,targImage,1,0,8,3,1,7,1,0.375,n,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,,,,,,
,0,0.155745714,-0.008002116,1,0,0,targImage,,,,,,,2.9998,0.125,b,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,38,1,39
,0,-0.17634101,0.004701945,1,0,0,targImage,,,,,,,1.4444,-0.125,v,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,9,1,39
,0,-0.081452298,-0.00645223,1,0,0,targImage,,,,,,,2.5554,-0.125,v,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,29,1,39
,0,-0.318004693,-0.002352024,1,0,0,targImage,,,,,,,1.2222,-0.375,c,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,4,1,39
,0,-0.062581719,-0.004880575,1,0,0,targImage,,,,,,,1,-0.125,v,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,1,1,39
,0,-0.281341315,-0.028300103,1,0,0,targImage,,,,,,,1.6666,-0.375,c,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,12,1,39
,0,0.409997287,-0.066268378,1,0,0,targImage,,,,,,,2.111,0.375,n,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,23,1,39
,0,0.086495294,-0.051379022,1,0,0,targImage,,,,,,,1.6666,0.125,b,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,14,1,39
,0,0.335344645,-0.050359972,1,0,0,targImage,,,,,,,1.2222,0.375,n,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,7,1,39
,0,-0.289780918,-0.038081055,1,0,0,targImage,,,,,,,1.4444,-0.375,c,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,8,1,39
,0,-0.153756307,0.017573039,1,0,0,targImage,,,,,,,2.9998,-0.125,v,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,37,1,39
,0,0.359929877,-0.012274712,1,0,0,targImage,,,,,,,2.7776,0.375,n,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,35,1,39
,0,0.326851874,0.002550184,1,0,0,targImage,,,,,,,2.5554,0.375,n,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,31,1,39
,0,0.164093153,0.006549276,1,0,0,targImage,,,,,,,2.111,0.125,b,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,22,1,39
,0,-0.158524916,-0.001373359,1,0,0,targImage,,,,,,,1.6666,-0.125,v,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,13,1,39
,0,-0.372979499,0.010738254,1,0,0,targImage,,,,,,,2.3332,-0.375,c,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,24,1,39
,0,0.32265625,-0.046576538,1,0,0,targImage,,,,,,,2.3332,0.375,n,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,27,1,39
,0,0.177679782,-0.031178589,1,0,0,targImage,,,,,,,2.7776,0.125,b,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,34,1,39
,0,-0.073877157,-0.028161214,1,0,0,targImage,,,,,,,1.2222,-0.125,v,fan,001,2022-01-08_22h17.35.360,choiceRTT,3.1.3,60,1,0,40,5,1,39
