response.keys,response.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.clicked_name,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,practiceTrials.order,isi,xPos,corrAns,participant,session,date,expName,psychopyVersion,frameRate,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,mainTrials.ran,mainTrials.order
,0,0.389254386,-0.01370614,1,0,0,targImage,1,0,8,7,1,7,1,0.375,n,MMH,001,2022-01-20_12h45.50.583,choiceRTT,3.1.3,60,,,,,,
,0,-0.371710526,0.024671053,1,0,0,targImage,1,0,8,0,1,7,1,-0.375,c,MMH,001,2022-01-20_12h45.50.583,choiceRTT,3.1.3,60,,,,,,
,0,-0.110745614,-0.028508772,1,0,0,targImage,1,0,8,1,1,7,1,-0.125,v,MMH,001,2022-01-20_12h45.50.583,choiceRTT,3.1.3,60,,,,,,
,0,-0.375548246,-0.026864035,1,0,0,targImage,1,0,8,4,1,7,1,-0.375,c,MMH,001,2022-01-20_12h45.50.583,choiceRTT,3.1.3,60,,,,,,
,0,-0.137061404,-0.041118421,1,0,0,targImage,1,0,8,5,1,7,1,-0.125,v,MMH,001,2022-01-20_12h45.50.583,choiceRTT,3.1.3,60,,,,,,
,0,0.355263158,0.013157895,1,0,0,targImage,1,0,8,3,1,7,1,0.375,n,MMH,001,2022-01-20_12h45.50.583,choiceRTT,3.1.3,60,,,,,,
,0,0.10252193,-0.015350877,1,0,0,targImage,1,0,8,2,1,7,1,0.125,b,MMH,001,2022-01-20_12h45.50.583,choiceRTT,3.1.3,60,,,,,,
,0,0.16502193,-0.030153509,1,0,0,targImage,1,0,8,6,1,7,1,0.125,b,MMH,001,2022-01-20_12h45.50.583,choiceRTT,3.1.3,60,,,,,,
,0,-0.418859649,-0.014802632,1,0,0,targImage,,,,,,,1.6666,-0.375,c,MMH,001,2022-01-20_12h45.50.583,choiceRTT,3.1.3,60,1,0,40,12,1,39
,0,0.401864035,0.002741228,1,0,0,targImage,,,,,,,1.6666,0.375,n,MMH,001,2022-01-20_12h45.50.583,choiceRTT,3.1.3,60,1,0,40,15,1,39
,0,-0.131030702,-0.014802632,1,0,0,targImage,,,,,,,2.9998,-0.125,v,MMH,001,2022-01-20_12h45.50.583,choiceRTT,3.1.3,60,1,0,40,37,1,39
,0,-0.096491228,-0.023574561,1,0,0,targImage,,,,,,,2.7776,-0.125,v,MMH,001,2022-01-20_12h45.50.583,choiceRTT,3.1.3,60,1,0,40,33,1,39
