response.keys,response.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.clicked_name,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,practiceTrials.order,isi,xPos,corrAns,participant,session,date,expName,psychopyVersion,frameRate,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,mainTrials.ran,mainTrials.order
,0,-0.0935,0.047,1,0,0,targImage,1,0,8,5,1,7,1,-0.125,v,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,,,,,,
,0,-0.111,0.0125,1,0,0,targImage,1,0,8,1,1,7,1,-0.125,v,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,,,,,,
,0,-0.3055,0.017,1,0,0,targImage,1,0,8,0,1,7,1,-0.375,c,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,,,,,,
,0,0.1765,-0.001,1,0,0,targImage,1,0,8,2,1,7,1,0.125,b,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,,,,,,
,0,-0.4405,-0.0125,1,0,0,targImage,1,0,8,4,1,7,1,-0.375,c,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,,,,,,
,0,0.145,-0.034,1,0,0,targImage,1,0,8,6,1,7,1,0.125,b,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,,,,,,
,0,0.335,-0.006,1,0,0,targImage,1,0,8,3,1,7,1,0.375,n,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,,,,,,
,0,0.335,-0.006,1,0,0,targImage,1,0,8,7,1,7,1,0.375,n,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,,,,,,
,0,-0.378,-0.0065,1,0,0,targImage,,,,,,,1.2222,-0.375,c,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,1,0,40,4,1,39
,0,-0.1025,0.005,1,0,0,targImage,,,,,,,1.8888,-0.125,v,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,1,0,40,17,1,39
,0,0.124,-0.007,1,0,0,targImage,,,,,,,1.6666,0.125,b,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,1,0,40,14,1,39
,0,0.315,0.014,1,0,0,targImage,,,,,,,1.8888,0.375,n,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,1,0,40,19,1,39
,0,0.391,0.0195,1,0,0,targImage,,,,,,,2.7776,0.375,n,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,1,0,40,35,1,39
,0,0.391,0.0195,1,0,0,targImage,,,,,,,2.5554,0.375,n,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,1,0,40,31,1,39
,0,0.1485,0.0115,1,0,0,targImage,,,,,,,2.5554,0.125,b,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,1,0,40,30,1,39
,0,-0.0765,0.0145,1,0,0,targImage,,,,,,,2.5554,-0.125,v,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,1,0,40,29,1,39
,0,0.3565,0,1,0,0,targImage,,,,,,,1,0.375,n,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,1,0,40,3,1,39
,0,-0.094,0.0255,1,0,0,targImage,,,,,,,1.6666,-0.125,v,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,1,0,40,13,1,39
,0,-0.377,-0.011,1,0,0,targImage,,,,,,,2.111,-0.375,c,2417960maddy,001,2022-01-20_12h49.28.181,choiceRTT,3.1.3,60,1,0,40,20,1,39
