fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
1.25,left,1,1.2892,0,0,0,19,1,stim/blank.png,stim/incongLeft.png,left,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.9,right,1,0.5232,0,1,1,11,1,stim/blank.png,stim/congRight.png,right,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.7,left,1,0.731,0,2,2,16,1,stim/upper.png,stim/incongLeft.png,left,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.4,right,1,0.6318,0,3,3,7,1,stim/blank.png,stim/congLeft.png,right,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.4,right,1,0.4956,0,4,4,10,1,stim/centre.png,stim/congRight.png,right,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.4,left,1,0.4135,0,5,5,1,1,stim/both.png,stim/congLeft.png,left,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
1.3,left,1,0.5518,0,6,6,17,1,stim/both.png,stim/incongLeft.png,left,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
1,right,1,0.5756,0,7,7,5,1,stim/both.png,stim/congLeft.png,right,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
1.2,right,1,0.5632,0,8,8,4,1,stim/lower.png,stim/congLeft.png,right,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
1.05,right,1,0.4169,0,9,9,9,1,stim/both.png,stim/congRight.png,right,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.45,left,0,0.4493,0,10,10,23,1,stim/blank.png,stim/incongLeft.png,right,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.65,left,1,0.6331,0,11,11,18,1,stim/centre.png,stim/incongLeft.png,left,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.8,left,1,0.4188,0,12,12,2,1,stim/centre.png,stim/congLeft.png,left,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
1,left,1,0.3996,0,13,13,0,1,stim/upper.png,stim/congLeft.png,left,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
1.5,left,1,0.4607,0,14,14,3,1,stim/blank.png,stim/congLeft.png,left,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
1.45,left,0,0.4341,0,15,15,22,1,stim/centre.png,stim/incongLeft.png,right,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
1.45,left,1,0.494,0,16,16,15,1,stim/blank.png,stim/congRight.png,left,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.5,left,1,0.5583,0,17,17,13,1,stim/both.png,stim/congRight.png,left,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.6,right,1,0.4678,0,18,18,8,1,stim/upper.png,stim/congRight.png,right,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
1.45,left,0,0.3911,0,19,19,21,1,stim/both.png,stim/incongLeft.png,right,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.8,right,1,0.5338,0,20,20,20,1,stim/lower.png,stim/incongLeft.png,right,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.7,left,1,0.4152,0,21,21,14,1,stim/centre.png,stim/congRight.png,left,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.4,right,1,0.3885,0,22,22,6,1,stim/centre.png,stim/congLeft.png,right,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
1.25,left,1,0.3832,0,23,23,12,1,stim/lower.png,stim/congRight.png,left,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
1.15,right,1,0.4766,,,,,,stim/both.png,stim/neutralRight.png,right,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,space,10.1783,0,0,0,41,1
0.45,left,1,0.5659,,,,,,stim/centre.png,stim/incongRight.png,left,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,0,1,1,30,1
0.8,left,1,0.5428,,,,,,stim/lower.png,stim/incongRight.png,left,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,0,2,2,28,1
1.15,left,1,0.4999,,,,,,stim/both.png,stim/incongRight.png,left,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,0,3,3,29,1
0.7,left,1,0.4134,,,,,,stim/both.png,stim/congRight.png,left,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,0,4,4,13,1
0.45,left,0,0.4732,,,,,,stim/centre.png,stim/incongLeft.png,right,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,0,5,5,22,1
1.1,right,1,0.4667,,,,,,stim/lower.png,stim/incongLeft.png,right,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,0,6,6,20,1
0.5,right,1,0.5797,,,,,,stim/upper.png,stim/congRight.png,right,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,0,7,7,8,1
1.55,left,1,0.5351,,,,,,stim/centre.png,stim/congLeft.png,left,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,0,8,8,2,1
0.4,left,1,0.4768,,,,,,stim/centre.png,stim/congRight.png,left,180,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,0,9,9,14,1
0.9,left,1,0.5327,,,,,,stim/upper.png,stim/neutralLeft.png,left,0,jj,001,2022-02-19_20h50.26.385,ANT,2021.2.3,MacIntel,60.0024001,,,0,10,10,32,1
