fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
1.3,left,1,1.5064,0,0,0,16,1,stim/upper.png,stim/incongLeft.png,left,0,100,001,2022-03-08_12h57.01.343,ANT,2021.2.3,Win32,60.47777442,,,,,,,
0.8,left,1,0.5086,0,1,1,19,1,stim/blank.png,stim/incongLeft.png,left,0,100,001,2022-03-08_12h57.01.343,ANT,2021.2.3,Win32,60.47777442,,,,,,,
1.25,left,1,0.689,0,2,2,14,1,stim/centre.png,stim/congRight.png,left,180,100,001,2022-03-08_12h57.01.343,ANT,2021.2.3,Win32,60.47777442,,,,,,,
1.3,,0,,0,3,3,6,1,stim/centre.png,stim/congLeft.png,right,180,100,001,2022-03-08_12h57.01.343,ANT,2021.2.3,Win32,60.47777442,,,,,,,
1.25,left,1,1.3177,0,4,4,3,1,stim/blank.png,stim/congLeft.png,left,0,100,001,2022-03-08_12h57.01.343,ANT,2021.2.3,Win32,60.47777442,,,,,,,
1.35,left,1,1.3742,0,5,5,12,1,stim/lower.png,stim/congRight.png,left,180,100,001,2022-03-08_12h57.01.343,ANT,2021.2.3,Win32,60.47777442,,,,,,,
1.35,right,1,0.4399,0,6,6,4,1,stim/lower.png,stim/congLeft.png,right,180,100,001,2022-03-08_12h57.01.343,ANT,2021.2.3,Win32,60.47777442,,,,,,,
1.15,right,1,0.4412,0,7,7,8,1,stim/upper.png,stim/congRight.png,right,0,100,001,2022-03-08_12h57.01.343,ANT,2021.2.3,Win32,60.47777442,,,,,,,
0.55,left,1,0.3948,0,8,8,0,1,stim/upper.png,stim/congLeft.png,left,0,100,001,2022-03-08_12h57.01.343,ANT,2021.2.3,Win32,60.47777442,,,,,,,
1.55,left,0,0.3899,0,9,9,21,1,stim/both.png,stim/incongLeft.png,right,180,100,001,2022-03-08_12h57.01.343,ANT,2021.2.3,Win32,60.47777442,,,,,,,
0.7,right,1,0.5484,0,10,10,22,1,stim/centre.png,stim/incongLeft.png,right,180,100,001,2022-03-08_12h57.01.343,ANT,2021.2.3,Win32,60.47777442,,,,,,,
0.85,right,1,0.4511,0,11,11,10,1,stim/centre.png,stim/congRight.png,right,0,100,001,2022-03-08_12h57.01.343,ANT,2021.2.3,Win32,60.47777442,,,,,,,
