fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
0.4,left,1,0.4529,,,,,,stim/centre.png,stim/congRight.png,left,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,space,3.3167,0,0,0,14,1
1.1,right,1,0.5133,,,,,,stim/centre.png,stim/neutralLeft.png,right,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,1,1,38,1
0.9,right,1,0.4292,,,,,,stim/upper.png,stim/neutralRight.png,right,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,2,2,40,1
1.25,right,1,0.4809,,,,,,stim/both.png,stim/congRight.png,right,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,3,3,9,1
1.1,right,1,0.5364,,,,,,stim/both.png,stim/incongRight.png,right,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,4,4,25,1
0.9,right,1,0.4964,,,,,,stim/blank.png,stim/neutralRight.png,right,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,5,5,43,1
1.1,right,1,0.4558,,,,,,stim/centre.png,stim/congLeft.png,right,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,6,6,6,1
0.65,left,1,0.462,,,,,,stim/blank.png,stim/neutralLeft.png,left,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,7,7,35,1
1.2,right,1,0.5062,,,,,,stim/centre.png,stim/neutralRight.png,right,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,8,8,42,1
1.2,right,1,0.4356,,,,,,stim/blank.png,stim/congRight.png,right,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,9,9,11,1
1.3,left,1,0.625,,,,,,stim/blank.png,stim/neutralRight.png,left,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,10,10,47,1
1.55,left,1,0.5356,,,,,,stim/both.png,stim/neutralLeft.png,left,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,11,11,33,1
1.35,left,1,0.402,,,,,,stim/both.png,stim/congLeft.png,left,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,12,12,1,1
1.05,right,1,0.5585,,,,,,stim/centre.png,stim/incongLeft.png,right,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,13,13,22,1
1.55,right,1,0.3699,,,,,,stim/centre.png,stim/congRight.png,right,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,14,14,10,1
0.5,right,1,0.5353,,,,,,stim/upper.png,stim/incongRight.png,right,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,15,15,24,1
0.55,left,1,0.6715,,,,,,stim/blank.png,stim/congRight.png,left,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,16,16,15,1
0.55,right,1,0.5761,,,,,,stim/both.png,stim/incongLeft.png,right,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,17,17,21,1
0.7,right,0,0.4358,,,,,,stim/both.png,stim/incongRight.png,left,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,18,18,29,1
1,left,1,0.4844,,,,,,stim/lower.png,stim/neutralRight.png,left,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,19,19,44,1
0.8,left,1,0.5685,,,,,,stim/both.png,stim/incongLeft.png,left,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,20,20,17,1
1.5,right,1,0.6139,,,,,,stim/blank.png,stim/incongRight.png,right,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,21,21,27,1
1.45,right,1,0.446,,,,,,stim/upper.png,stim/congRight.png,right,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,22,22,8,1
1.4,left,1,0.4194,,,,,,stim/lower.png,stim/congRight.png,left,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,23,23,12,1
1.05,right,1,0.5369,,,,,,stim/lower.png,stim/neutralLeft.png,right,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,24,24,36,1
1.25,right,1,0.5078,,,,,,stim/blank.png,stim/neutralLeft.png,right,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,25,25,39,1
1.55,left,1,0.507,,,,,,stim/both.png,stim/congRight.png,left,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,26,26,13,1
1.1,left,1,0.4179,,,,,,stim/lower.png,stim/incongRight.png,left,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,27,27,28,1
1,left,1,0.321,,,,,,stim/upper.png,stim/neutralLeft.png,left,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,28,28,32,1
1,left,1,0.5745,,,,,,stim/both.png,stim/neutralRight.png,left,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,29,29,45,1
0.6,right,1,0.5008,,,,,,stim/centre.png,stim/incongRight.png,right,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,30,30,26,1
1.25,right,1,0.6591,,,,,,stim/blank.png,stim/incongLeft.png,right,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,31,31,23,1
0.8,left,1,0.4693,,,,,,stim/blank.png,stim/incongLeft.png,left,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,32,32,19,1
1,left,1,0.5511,,,,,,stim/blank.png,stim/congLeft.png,left,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,33,33,3,1
1.35,left,1,0.459,,,,,,stim/upper.png,stim/congLeft.png,left,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,34,34,0,1
1.25,left,1,0.4514,,,,,,stim/centre.png,stim/congLeft.png,left,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,35,35,2,1
1.2,left,1,0.3689,,,,,,stim/centre.png,stim/incongLeft.png,left,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,36,36,18,1
1.5,right,1,0.42,,,,,,stim/lower.png,stim/congLeft.png,right,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,37,37,4,1
0.6,left,1,0.6358,,,,,,stim/blank.png,stim/incongRight.png,left,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,38,38,31,1
0.7,left,1,0.5035,,,,,,stim/centre.png,stim/incongRight.png,left,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,39,39,30,1
1.05,right,1,0.72,,,,,,stim/blank.png,stim/congLeft.png,right,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,40,40,7,1
0.75,right,1,0.4701,,,,,,stim/both.png,stim/congLeft.png,right,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,41,41,5,1
0.85,right,1,0.3686,,,,,,stim/both.png,stim/neutralLeft.png,right,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,42,42,37,1
0.45,right,1,0.514,,,,,,stim/both.png,stim/neutralRight.png,right,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,43,43,41,1
0.9,left,1,0.5365,,,,,,stim/upper.png,stim/incongLeft.png,left,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,44,44,16,1
1.2,left,1,0.4306,,,,,,stim/centre.png,stim/neutralLeft.png,left,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,45,45,34,1
1.3,right,0,0.4712,,,,,,stim/centre.png,stim/neutralRight.png,left,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,46,46,46,1
0.4,left,0,0.4291,,,,,,stim/lower.png,stim/incongLeft.png,right,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,0,47,47,20,1
1.15,left,1,0.6346,,,,,,stim/centre.png,stim/incongRight.png,left,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,1,0,48,30,1
1.1,right,1,0.5682,,,,,,stim/both.png,stim/neutralLeft.png,right,180,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,1,1,49,37,1
1.15,right,1,0.445,,,,,,stim/both.png,stim/neutralRight.png,right,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,1,2,50,41,1
0.6,right,1,0.4658,,,,,,stim/blank.png,stim/neutralRight.png,right,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,1,3,51,43,1
0.55,right,0,0.4626,,,,,,stim/both.png,stim/incongLeft.png,left,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,1,4,52,17,1
0.6,,0,,,,,,,stim/both.png,stim/neutralLeft.png,left,0,1,001,2022-02-26_13h05.56.398,ANT,2021.2.3,Win32,60.0132029,,,1,5,53,33,1
