fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
0.95,left,1,0.4697,0,0,0,3,1,stim/blank.png,stim/congLeft.png,left,0,,001,2022-02-08_15h08.54.700,ANT,2021.2.3,Win32,59.88382538,,,,,,,
0.85,left,1,0.6287,0,1,1,19,1,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-02-08_15h08.54.700,ANT,2021.2.3,Win32,59.88382538,,,,,,,
0.4,left,1,0.5505,0,2,2,13,1,stim/both.png,stim/congRight.png,left,180,,001,2022-02-08_15h08.54.700,ANT,2021.2.3,Win32,59.88382538,,,,,,,
1.5,right,1,0.7163,0,3,3,22,1,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-02-08_15h08.54.700,ANT,2021.2.3,Win32,59.88382538,,,,,,,
1.3,right,1,0.7676,0,4,4,21,1,stim/both.png,stim/incongLeft.png,right,180,,001,2022-02-08_15h08.54.700,ANT,2021.2.3,Win32,59.88382538,,,,,,,
0.8,left,1,0.4507,0,5,5,1,1,stim/both.png,stim/congLeft.png,left,0,,001,2022-02-08_15h08.54.700,ANT,2021.2.3,Win32,59.88382538,,,,,,,
0.65,right,1,0.7352,0,6,6,23,1,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-02-08_15h08.54.700,ANT,2021.2.3,Win32,59.88382538,,,,,,,
1.4,left,1,0.501,0,7,7,15,1,stim/blank.png,stim/congRight.png,left,180,,001,2022-02-08_15h08.54.700,ANT,2021.2.3,Win32,59.88382538,,,,,,,
0.55,left,1,0.6333,0,8,8,18,1,stim/centre.png,stim/incongLeft.png,left,0,,001,2022-02-08_15h08.54.700,ANT,2021.2.3,Win32,59.88382538,,,,,,,
0.95,right,1,0.3337,0,9,9,5,1,stim/both.png,stim/congLeft.png,right,180,,001,2022-02-08_15h08.54.700,ANT,2021.2.3,Win32,59.88382538,,,,,,,
1.4,right,1,0.3774,0,10,10,8,1,stim/upper.png,stim/congRight.png,right,0,,001,2022-02-08_15h08.54.700,ANT,2021.2.3,Win32,59.88382538,,,,,,,
0.65,right,1,0.4678,0,11,11,10,1,stim/centre.png,stim/congRight.png,right,0,,001,2022-02-08_15h08.54.700,ANT,2021.2.3,Win32,59.88382538,,,,,,,
1.3,left,1,0.4342,0,12,12,12,1,stim/lower.png,stim/congRight.png,left,180,,001,2022-02-08_15h08.54.700,ANT,2021.2.3,Win32,59.88382538,,,,,,,
1.2,right,1,0.4426,0,13,13,11,1,stim/blank.png,stim/congRight.png,right,0,,001,2022-02-08_15h08.54.700,ANT,2021.2.3,Win32,59.88382538,,,,,,,
1.5,left,1,0.6088,0,14,14,16,1,stim/upper.png,stim/incongLeft.png,left,0,,001,2022-02-08_15h08.54.700,ANT,2021.2.3,Win32,59.88382538,,,,,,,
