fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
1.4,right,1,0.6439,0,10,10,5,1,stim/both.png,stim/congLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
1.45,left,1,0.5242,0,11,11,14,1,stim/centre.png,stim/congRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
1,right,1,0.6513,0,12,12,20,1,stim/lower.png,stim/incongLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.65,left,1,0.6656,0,13,13,16,1,stim/upper.png,stim/incongLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.8,right,1,0.5167,0,14,14,9,1,stim/both.png,stim/congRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.65,left,1,0.4606,0,15,15,0,1,stim/upper.png,stim/congLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.8,right,0,0.4087,0,16,16,17,1,stim/both.png,stim/incongLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.4,left,1,0.5585,0,17,17,12,1,stim/lower.png,stim/congRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.6,left,1,0.6251,0,18,18,19,1,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
1.1,left,1,0.4935,0,19,19,13,1,stim/both.png,stim/congRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.45,right,1,0.5577,0,20,20,6,1,stim/centre.png,stim/congLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.85,left,1,0.5737,0,21,21,18,1,stim/centre.png,stim/incongLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.75,right,1,0.8572,0,22,22,21,1,stim/both.png,stim/incongLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.5,right,1,0.5531,0,23,23,7,1,stim/blank.png,stim/congLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,
0.75,right,1,0.4338,,,,,,stim/centre.png,stim/congLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,space,2.5101,0,0,0,6,1
1.15,left,1,0.5837,,,,,,stim/upper.png,stim/incongLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,1,1,16,1
0.5,right,1,0.5558,,,,,,stim/centre.png,stim/congRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,2,2,10,1
0.65,left,1,0.4322,,,,,,stim/lower.png,stim/congRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,3,3,12,1
0.6,left,1,0.4592,,,,,,stim/centre.png,stim/congLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,4,4,2,1
0.4,left,1,0.5363,,,,,,stim/centre.png,stim/neutralRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,5,5,46,1
1.25,left,1,0.485,,,,,,stim/both.png,stim/congRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,6,6,13,1
1.4,right,1,0.6982,,,,,,stim/both.png,stim/incongLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,7,7,21,1
1.4,left,1,0.5244,,,,,,stim/upper.png,stim/congLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,8,8,0,1
1.45,right,0,0.4338,,,,,,stim/lower.png,stim/incongRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,9,9,28,1
0.55,left,1,0.6253,,,,,,stim/both.png,stim/incongLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,10,10,17,1
0.85,right,1,0.6735,,,,,,stim/lower.png,stim/incongLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,11,11,20,1
1.5,left,1,0.4904,,,,,,stim/centre.png,stim/neutralLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,12,12,34,1
1.05,right,1,0.6666,,,,,,stim/upper.png,stim/incongRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,13,13,24,1
1.55,right,1,0.6405,,,,,,stim/blank.png,stim/congLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,14,14,7,1
0.75,left,1,0.5923,,,,,,stim/lower.png,stim/neutralRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,15,15,44,1
0.9,left,0,0.9535,,,,,,stim/blank.png,stim/neutralLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,16,16,39,1
0.55,left,1,0.6583,,,,,,stim/both.png,stim/incongRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,17,17,29,1
0.55,left,1,0.9324,,,,,,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,18,18,19,1
0.55,right,1,0.64,,,,,,stim/both.png,stim/neutralLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,19,19,37,1
1.35,left,1,0.9046,,,,,,stim/blank.png,stim/congRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,20,20,15,1
1,right,1,0.6247,,,,,,stim/lower.png,stim/congLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,21,21,4,1
1.2,right,1,0.6795,,,,,,stim/blank.png,stim/neutralRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,22,22,43,1
0.75,right,1,0.5915,,,,,,stim/blank.png,stim/congRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,23,23,11,1
0.7,left,1,0.6037,,,,,,stim/blank.png,stim/incongRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,24,24,31,1
1.55,right,1,0.4916,,,,,,stim/both.png,stim/neutralRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,25,25,41,1
0.5,right,1,0.6354,,,,,,stim/both.png,stim/incongRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,26,26,25,1
0.95,left,1,0.4907,,,,,,stim/blank.png,stim/neutralRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,27,27,47,1
0.55,right,1,0.6981,,,,,,stim/centre.png,stim/neutralLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,28,28,38,1
1.4,left,1,0.5917,,,,,,stim/centre.png,stim/incongRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,29,29,30,1
0.9,right,1,0.6756,,,,,,stim/upper.png,stim/congRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,30,30,8,1
1.25,left,1,0.4561,,,,,,stim/centre.png,stim/congRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,31,31,14,1
1.5,right,1,0.5212,,,,,,stim/lower.png,stim/neutralLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,32,32,36,1
1.05,right,1,0.7843,,,,,,stim/centre.png,stim/incongRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,33,33,26,1
0.85,right,1,0.5571,,,,,,stim/centre.png,stim/neutralRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,34,34,42,1
1.2,right,1,0.5891,,,,,,stim/blank.png,stim/incongRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,35,35,27,1
1.4,left,1,0.6071,,,,,,stim/centre.png,stim/incongLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,36,36,18,1
0.6,right,1,0.6373,,,,,,stim/both.png,stim/congRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,37,37,9,1
1.45,left,1,0.4499,,,,,,stim/both.png,stim/congLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,38,38,1,1
1.45,left,1,0.5514,,,,,,stim/blank.png,stim/neutralLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,39,39,35,1
0.5,right,1,0.6157,,,,,,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,40,40,23,1
1.3,right,1,0.5699,,,,,,stim/both.png,stim/congLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,41,41,5,1
1.15,right,1,0.5535,,,,,,stim/upper.png,stim/neutralRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,42,42,40,1
1.05,left,1,0.6214,,,,,,stim/both.png,stim/neutralLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,43,43,33,1
0.75,left,1,0.4062,,,,,,stim/upper.png,stim/neutralLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,44,44,32,1
0.8,left,1,0.4566,,,,,,stim/blank.png,stim/congLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,45,45,3,1
1.4,left,1,0.6003,,,,,,stim/both.png,stim/neutralRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,46,46,45,1
1,right,1,0.6214,,,,,,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,0,47,47,22,1
1.1,left,1,0.5038,,,,,,stim/upper.png,stim/neutralLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,0,48,32,1
0.4,left,1,0.6001,,,,,,stim/upper.png,stim/congLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,1,49,0,1
0.85,left,1,1.068,,,,,,stim/lower.png,stim/congRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,2,50,12,1
0.4,left,1,0.501,,,,,,stim/both.png,stim/incongRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,3,51,29,1
1.15,right,1,0.6249,,,,,,stim/centre.png,stim/congRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,4,52,10,1
0.6,left,1,0.6542,,,,,,stim/centre.png,stim/incongRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,5,53,30,1
0.45,right,1,0.5733,,,,,,stim/centre.png,stim/neutralLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,6,54,38,1
0.65,right,1,0.6011,,,,,,stim/centre.png,stim/neutralRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,7,55,42,1
1.2,right,1,0.5047,,,,,,stim/upper.png,stim/congRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,8,56,8,1
1.1,left,1,0.6321,,,,,,stim/blank.png,stim/neutralLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,9,57,35,1
1.15,right,1,0.52,,,,,,stim/blank.png,stim/congRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,10,58,11,1
1.2,left,1,0.6201,,,,,,stim/lower.png,stim/incongRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,11,59,28,1
1.35,right,1,0.5531,,,,,,stim/upper.png,stim/incongRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,12,60,24,1
0.7,right,1,0.6369,,,,,,stim/lower.png,stim/neutralLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,13,61,36,1
0.85,right,0,0.5368,,,,,,stim/centre.png,stim/incongLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,14,62,18,1
1.2,right,1,0.5364,,,,,,stim/both.png,stim/congRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,15,63,9,1
1.2,left,1,0.5218,,,,,,stim/blank.png,stim/congRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,16,64,15,1
1.4,right,1,0.6235,,,,,,stim/both.png,stim/congLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,17,65,5,1
0.9,left,1,0.629,,,,,,stim/upper.png,stim/incongLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,18,66,16,1
1,left,1,0.8835,,,,,,stim/blank.png,stim/congLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,19,67,3,1
1.5,right,1,0.5689,,,,,,stim/centre.png,stim/congLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,20,68,6,1
0.45,left,1,0.6008,,,,,,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,21,69,19,1
0.65,right,1,0.6888,,,,,,stim/lower.png,stim/incongLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,22,70,20,1
0.8,left,1,0.6865,,,,,,stim/both.png,stim/neutralRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,23,71,45,1
1.4,right,1,0.7049,,,,,,stim/blank.png,stim/congLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,24,72,7,1
0.75,right,1,0.6993,,,,,,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,25,73,23,1
1,right,1,0.6024,,,,,,stim/both.png,stim/neutralLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,26,74,37,1
1.25,right,1,0.6892,,,,,,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,27,75,22,1
0.6,right,1,0.6234,,,,,,stim/both.png,stim/incongLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,28,76,21,1
1.1,right,1,0.6616,,,,,,stim/both.png,stim/neutralRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,29,77,41,1
1,right,1,0.5414,,,,,,stim/blank.png,stim/neutralLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,30,78,39,1
0.8,left,1,0.613,,,,,,stim/blank.png,stim/incongRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,31,79,31,1
0.4,right,1,0.8967,,,,,,stim/upper.png,stim/neutralRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,32,80,40,1
1.55,left,1,0.694,,,,,,stim/both.png,stim/congRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,33,81,13,1
1.3,left,1,0.5242,,,,,,stim/both.png,stim/congLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,34,82,1,1
1.2,left,1,0.6438,,,,,,stim/blank.png,stim/neutralRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,35,83,47,1
0.65,left,1,0.4573,,,,,,stim/centre.png,stim/congLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,36,84,2,1
0.9,left,1,0.5566,,,,,,stim/lower.png,stim/neutralRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,37,85,44,1
1.2,left,0,0.4476,,,,,,stim/both.png,stim/incongRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,38,86,25,1
0.65,right,1,0.5684,,,,,,stim/blank.png,stim/neutralRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,39,87,43,1
0.55,right,1,0.5255,,,,,,stim/lower.png,stim/congLeft.png,right,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,40,88,4,1
0.75,left,1,0.5786,,,,,,stim/centre.png,stim/congRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,41,89,14,1
0.45,left,1,0.6418,,,,,,stim/both.png,stim/incongLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,42,90,17,1
1.35,left,1,0.5541,,,,,,stim/centre.png,stim/neutralRight.png,left,180,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,43,91,46,1
1.45,right,1,0.7592,,,,,,stim/blank.png,stim/incongRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,44,92,27,1
0.85,left,1,0.8385,,,,,,stim/centre.png,stim/neutralLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,45,93,34,1
0.8,left,1,0.5717,,,,,,stim/both.png,stim/neutralLeft.png,left,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,46,94,33,1
0.6,right,1,0.7087,,,,,,stim/centre.png,stim/incongRight.png,right,0,,001,2022-04-28_15h54.03.691,ANT,2021.2.3,MacIntel,60.0024001,,,1,47,95,26,1
