fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
0.55,left,1,0.583,0,0,0,2,1,stim/centre.png,stim/congLeft.png,left,0,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
0.7,,0,,0,1,1,23,1,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
1.15,left,0,0.749,0,2,2,20,1,stim/lower.png,stim/incongLeft.png,right,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
0.85,left,1,0.548,0,3,3,12,1,stim/lower.png,stim/congRight.png,left,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
0.7,right,1,0.577,0,4,4,5,1,stim/both.png,stim/congLeft.png,right,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
1.25,right,1,1.25,0,5,5,21,1,stim/both.png,stim/incongLeft.png,right,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
0.9,left,1,0.574,0,6,6,1,1,stim/both.png,stim/congLeft.png,left,0,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
1.15,right,1,0.566,0,7,7,8,1,stim/upper.png,stim/congRight.png,right,0,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
1,left,1,0.79,0,8,8,18,1,stim/centre.png,stim/incongLeft.png,left,0,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
1.3,right,1,0.858,0,9,9,22,1,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
1.35,left,1,0.5,0,10,10,15,1,stim/blank.png,stim/congRight.png,left,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
0.8,left,1,0.486,0,11,11,14,1,stim/centre.png,stim/congRight.png,left,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
0.55,right,1,0.426,0,12,12,11,1,stim/blank.png,stim/congRight.png,right,0,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
0.85,left,1,0.671,0,13,13,16,1,stim/upper.png,stim/incongLeft.png,left,0,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
0.8,left,1,0.644,0,14,14,19,1,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
1.45,left,1,0.549,0,15,15,17,1,stim/both.png,stim/incongLeft.png,left,0,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
0.55,left,1,0.434,0,16,16,3,1,stim/blank.png,stim/congLeft.png,left,0,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
0.55,right,1,0.437,0,17,17,9,1,stim/both.png,stim/congRight.png,right,0,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
0.45,right,1,0.532,0,18,18,6,1,stim/centre.png,stim/congLeft.png,right,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
1.5,right,1,0.531,0,19,19,10,1,stim/centre.png,stim/congRight.png,right,0,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
1.25,right,1,0.415,0,20,20,7,1,stim/blank.png,stim/congLeft.png,right,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
0.6,left,1,0.406,0,21,21,0,1,stim/upper.png,stim/congLeft.png,left,0,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
1.2,left,1,0.441,0,22,22,13,1,stim/both.png,stim/congRight.png,left,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
0.65,right,1,0.498,0,23,23,4,1,stim/lower.png,stim/congLeft.png,right,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,,,,,
0.9,right,1,0.448,,,,,,stim/upper.png,stim/congRight.png,right,0,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,space,4.016,0,0,0,8,1
0.45,right,1,0.716,,,,,,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,0,1,1,23,1
1.55,left,1,0.557,,,,,,stim/lower.png,stim/incongRight.png,left,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,0,2,2,28,1
1.5,right,1,0.415,,,,,,stim/blank.png,stim/neutralLeft.png,right,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,0,3,3,39,1
1.15,left,1,0.609,,,,,,stim/both.png,stim/incongRight.png,left,180,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,0,4,4,29,1
0.75,right,1,0.567,,,,,,stim/centre.png,stim/neutralRight.png,right,0,,001,2022-02-24_11h58.56,ANT,2021.2.3,MacIntel,58.82352941,,,0,5,5,42,1
