fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
1.3,left,1,0.8035,0,0,0,14,1,stim/centre.png,stim/congRight.png,left,180,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
0.5,right,1,0.5681,0,1,1,6,1,stim/centre.png,stim/congLeft.png,right,180,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
1.15,left,1,0.8254,0,2,2,19,1,stim/blank.png,stim/incongLeft.png,left,0,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
1,left,1,0.6515,0,3,3,16,1,stim/upper.png,stim/incongLeft.png,left,0,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
0.7,right,1,0.7631,0,4,4,23,1,stim/blank.png,stim/incongLeft.png,right,180,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
0.8,right,1,0.5681,0,5,5,4,1,stim/lower.png,stim/congLeft.png,right,180,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
0.55,left,1,0.6187,0,6,6,13,1,stim/both.png,stim/congRight.png,left,180,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
0.7,right,1,0.5711,0,7,7,11,1,stim/blank.png,stim/congRight.png,right,0,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
1.1,left,1,0.4948,0,8,8,2,1,stim/centre.png,stim/congLeft.png,left,0,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
0.5,right,1,0.4239,0,9,9,9,1,stim/both.png,stim/congRight.png,right,0,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
1.05,left,0,0.476,0,10,10,22,1,stim/centre.png,stim/incongLeft.png,right,180,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
1.55,left,1,0.4514,0,11,11,0,1,stim/upper.png,stim/congLeft.png,left,0,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
0.5,left,1,0.4443,0,12,12,17,1,stim/both.png,stim/incongLeft.png,left,0,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
0.8,right,1,0.4682,0,13,13,5,1,stim/both.png,stim/congLeft.png,right,180,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
1.25,right,1,0.4687,0,14,14,7,1,stim/blank.png,stim/congLeft.png,right,180,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
1.45,right,1,0.8559,0,15,15,21,1,stim/both.png,stim/incongLeft.png,right,180,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
0.5,right,1,0.4562,0,16,16,8,1,stim/upper.png,stim/congRight.png,right,0,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
0.95,left,1,0.4396,0,17,17,15,1,stim/blank.png,stim/congRight.png,left,180,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
1.2,right,1,0.6944,0,18,18,20,1,stim/lower.png,stim/incongLeft.png,right,180,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
1.35,left,1,0.5518,0,19,19,12,1,stim/lower.png,stim/congRight.png,left,180,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
0.7,left,1,0.6178,0,20,20,1,1,stim/both.png,stim/congLeft.png,left,0,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
1.25,left,1,0.5173,0,21,21,3,1,stim/blank.png,stim/congLeft.png,left,0,h,001,2022-02-28_15h36.19.849,ANT,2021.2.3,Win32,60.31726883,,,,,,,
