fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
0.9,left,1,0.749,0,0,0,1,1,stim/both.png,stim/congLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
0.8,right,1,0.7623,0,1,1,7,1,stim/blank.png,stim/congLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1.05,left,0,0.4434,0,2,2,21,1,stim/both.png,stim/incongLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1.4,left,1,0.7012,0,3,3,0,1,stim/upper.png,stim/congLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1.05,right,1,0.5791,0,4,4,9,1,stim/both.png,stim/congRight.png,right,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1.15,left,1,0.6902,0,5,5,15,1,stim/blank.png,stim/congRight.png,left,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1.25,left,1,0.7531,0,6,6,16,1,stim/upper.png,stim/incongLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1.35,right,1,0.7424,0,7,7,23,1,stim/blank.png,stim/incongLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1,left,1,0.784,0,8,8,19,1,stim/blank.png,stim/incongLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1.35,right,1,0.667,0,9,9,6,1,stim/centre.png,stim/congLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1.5,left,1,0.6595,0,10,10,2,1,stim/centre.png,stim/congLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1.5,left,1,0.6771,0,11,11,3,1,stim/blank.png,stim/congLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1.4,right,1,0.4835,0,12,12,10,1,stim/centre.png,stim/congRight.png,right,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1,right,1,0.5883,0,13,13,11,1,stim/blank.png,stim/congRight.png,right,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1.2,left,1,0.4683,0,14,14,12,1,stim/lower.png,stim/congRight.png,left,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
0.7,right,1,0.6564,0,15,15,20,1,stim/lower.png,stim/incongLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
0.65,left,1,0.4285,0,16,16,14,1,stim/centre.png,stim/congRight.png,left,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1.35,left,1,0.6852,0,17,17,18,1,stim/centre.png,stim/incongLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
0.95,left,1,0.5841,0,18,18,13,1,stim/both.png,stim/congRight.png,left,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1.35,left,1,0.7088,0,19,19,17,1,stim/both.png,stim/incongLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1,right,1,0.7007,0,20,20,22,1,stim/centre.png,stim/incongLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
1.05,right,1,0.6255,0,21,21,4,1,stim/lower.png,stim/congLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
0.5,right,1,0.706,0,22,22,8,1,stim/upper.png,stim/congRight.png,right,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
0.55,right,1,0.4899,0,23,23,5,1,stim/both.png,stim/congLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,,,,,
0.5,right,1,0.6655,,,,,,stim/blank.png,stim/neutralRight.png,right,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,space,8.8427,0,0,0,43,1
0.85,left,1,0.6032,,,,,,stim/centre.png,stim/congRight.png,left,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,1,1,14,1
1.5,left,1,0.7416,,,,,,stim/centre.png,stim/incongLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,2,2,18,1
0.6,left,1,0.7424,,,,,,stim/blank.png,stim/incongRight.png,left,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,3,3,31,1
0.7,left,1,0.6145,,,,,,stim/upper.png,stim/congLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,4,4,0,1
0.65,right,1,0.6001,,,,,,stim/blank.png,stim/congRight.png,right,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,5,5,11,1
0.4,right,1,0.56,,,,,,stim/lower.png,stim/neutralLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,6,6,36,1
0.65,right,1,0.5212,,,,,,stim/both.png,stim/congLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,7,7,5,1
0.75,left,1,0.703,,,,,,stim/both.png,stim/incongLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,8,8,17,1
0.5,left,1,0.5749,,,,,,stim/both.png,stim/neutralLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,9,9,33,1
0.6,right,1,0.648,,,,,,stim/both.png,stim/incongLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,10,10,21,1
1.1,left,1,0.5729,,,,,,stim/centre.png,stim/congLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,11,11,2,1
1.1,right,1,0.5426,,,,,,stim/lower.png,stim/congLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,12,12,4,1
0.5,right,1,0.6014,,,,,,stim/centre.png,stim/incongLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,13,13,22,1
0.7,left,1,0.5476,,,,,,stim/lower.png,stim/neutralRight.png,left,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,14,14,44,1
0.5,left,1,0.5034,,,,,,stim/lower.png,stim/congRight.png,left,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,15,15,12,1
0.75,right,1,0.5707,,,,,,stim/centre.png,stim/neutralRight.png,right,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,16,16,42,1
0.95,left,1,0.5025,,,,,,stim/both.png,stim/congLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,17,17,1,1
1.3,left,1,0.6596,,,,,,stim/blank.png,stim/congRight.png,left,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,18,18,15,1
0.45,left,1,0.7391,,,,,,stim/both.png,stim/incongRight.png,left,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,19,19,29,1
0.7,left,1,0.8009,,,,,,stim/centre.png,stim/neutralRight.png,left,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,20,20,46,1
0.65,left,1,0.6736,,,,,,stim/lower.png,stim/incongRight.png,left,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,21,21,28,1
1.4,left,1,1.0065,,,,,,stim/both.png,stim/congRight.png,left,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,22,22,13,1
1.25,right,1,0.7244,,,,,,stim/both.png,stim/neutralLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,23,23,37,1
0.5,right,1,1.3496,,,,,,stim/centre.png,stim/congRight.png,right,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,24,24,10,1
1.3,right,1,0.9708,,,,,,stim/both.png,stim/incongRight.png,right,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,25,25,25,1
0.8,left,1,0.6675,,,,,,stim/blank.png,stim/neutralRight.png,left,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,26,26,47,1
1.45,right,1,0.8806,,,,,,stim/blank.png,stim/neutralLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,27,27,39,1
0.7,right,1,1.0597,,,,,,stim/both.png,stim/neutralRight.png,right,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,28,28,41,1
0.65,left,1,0.8755,,,,,,stim/blank.png,stim/incongLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,29,29,19,1
0.4,right,1,0.7305,,,,,,stim/upper.png,stim/neutralRight.png,right,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,30,30,40,1
0.95,right,1,0.8578,,,,,,stim/centre.png,stim/congLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,31,31,6,1
0.7,right,1,0.7479,,,,,,stim/blank.png,stim/incongRight.png,right,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,32,32,27,1
0.5,right,1,0.7973,,,,,,stim/lower.png,stim/incongLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,33,33,20,1
0.45,right,1,0.6879,,,,,,stim/upper.png,stim/incongRight.png,right,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,34,34,24,1
0.4,left,1,0.6149,,,,,,stim/blank.png,stim/neutralLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,35,35,35,1
1.05,right,1,0.5398,,,,,,stim/centre.png,stim/neutralLeft.png,right,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,36,36,38,1
1.45,,0,,,,,,,stim/upper.png,stim/incongLeft.png,left,0,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,37,37,16,1
0.85,,0,,,,,,,stim/both.png,stim/neutralRight.png,left,180,01,001,2022-03-31_14h50.33.943,ANT,2021.2.3,Win32,60.92731371,,,0,38,38,45,1
